51429,1785
51776,23564
1785,51429
4000,10389
51776,285971
29993,1785
51776,155061
4000,50809
11252,1785
51776,26112
4000,10009
29763,1785
51776,25897
4000,9878
9322,1785
51776,1400
4000,10155
4000,2273
9051,1785
51776,6453
4000,7936
89848,1785
23327,51776
4000,55609
1785,3146
1785,1759
4000,9555
1785,6187
7581,51776
51776,7581
4000,2957
1785,4287
4000,9031
1785,7704
4000,4999
1785,11253
51776,163081
4000,2963
1785,10574
7534,51776
4000,57680
1785,10069
9252,51776
4000,6829
1785,60492
7529,51776
4000,8607
7534,51776
1785,1780
9252,51776
4000,8467
6733,51776
4000,5371
1785,7297
4000,7153
998,51776
1785,26230
4609,51776
4000,92140
1785,6453
5868,51776
4000,9967
1785,2661
6134,51776
4000,63932
10253,1785
7515,51776
4000,8407
2060,1785
1785,50944
9694,51776
4000,29058
1785,22941
1785,22941
11130,51776
4000,348110
1785,50944
50855,51776
4000,51759
2241,1785
163081,51776
7514,51776
4000,11333
10856,1785
4000,57003
56257,1785
4000,64215
79871,1785
51776,80108
51776,163081
4000,55100
2961,1785
1994,51776
4000,7737
2885,1785
58491,51776
4000,10652
6464,1785
7770,51776
4000,7444
1785,8301
27300,51776
4000,493856
1785,5937
4000,2017
291,4792
1785,64924
291,4792
4000,55379
4792,291
4000,23607
54806,1785
54806,1785
5581,291
4000,1983
2017,1785
4255,291
4000,5110
1785,351
26270,1785
3396,291
4000,58477
56203,131377
131377,56203
51678,1785
581,291
4000,1636
2335,1785
291,581
131377,10324
7412,1785
4000,224
1785,51429
60,1073
4000,27295
51429,1785
4000,2194
1785,51429
71,1073
4703,84665
4000,54901
84665,4703
10105,291
4703,84665
4000,4841
60,1073
4000,3178
71,1073
4000,9879
6327,1785
4626,88
4000,5093
291,3921
4703,131377
130574,1785
4000,10949
131377,4703
291,7384
3362,1785
4000,11325
4621,88
291,140801
26052,1785
4000,57794
4621,7169
291,100128525
1785,2632
4000,3181
4620,88
291,2590
1785,26088
84665,7273
4000,10914
291,6189
84665,88
5195,1785
4000,8241
88,84665
2885,1785
1073,5464
4000,2521
1785,273
1785,2885
291,6187
274,4534
4000,55094
274,4534
4000,7536
1785,79694
291,220717
4534,274
1785,6453
4000,23350
4703,7169
1017,291
3782,1785
4625,88
4000,8220
10987,291
4625,7169
3676,1785
4000,10236
1785,2885
9924,1073
4000,24144
1956,1785
4000,1654
7138,7170
1201,291
6780,1785
4000,5496
274,1785
9051,1785
1203,291
4000,11052
88,7169
7170,88
54874,1785
975,1073
4000,9141
93185,1073
274,58
23048,1785
4000,57092
7169,7170
9322,1785
6059,291
7169,58
4000,22974
10324,10324
11193,1785
51213,1073
4000,51741
51429,1785
7140,7140
1073,18
4000,4288
58480,1785
22938,1785
1073,231
6517,1616
4000,84930
988,1785
1073,8659
4000,3054
4914,1785
4000,1398
351,1785
3671,291
4000,6386
291,9114
4000,10424
1073,847
4000,1399
1396,1073
4000,90861
51072,1073
4000,27238
8544,1073
4000,80011
6647,1073
4000,55666
6767,1073
4000,142
2547,1785
9948,1073
4000,4361
3184,1785
1073,3939
4000,9656
8139,1293
4000,2547
5347,1785
8266,291
5371,1785
1173,291
4000,55183
390594,8452
9184,1785
5071,291
4000,83990
60,1073
8481,1785
71,1073
4000,261726
6733,84700
1785,5783
1072,1073
4000,9040
4000,29843
5705,84700
1785,6120
1073,10486
4000,9958
246329,246329
11116,1785
1073,11034
4000,26054
246329,246329
4000,4691
246329,246329
11064,1785
1073,25913
4000,29889
85302,1785
4343,291
122622,55646
4000,5127
4867,1785
10482,291
4000,23450
122622,51582
23197,291
1639,1785
23197,291
159,122622
6769,4000
4534,4534
6103,1785
7993,291
4000,5591
4000,4001
79600,1785
79923,1073
10971,779
23048,1785
4171,291
79443,4000
1785,51429
51547,4000
4174,1073
6329,9368
648,4000
1785,51493
291,23197
57017,291
779,6717
4000,763
1785,30011
763,4000
4697,291
6329,801
1956,4000
26100,1785
8139,291
25777,4000
1785,273
55914,6329
4000,23633
6497,291
1540,4000
1785,6456
6640,6329
6708,4000
1785,6453
4000,6708
1785,6714
23197,84876
5610,4000
1785,2885
1743,4000
10161,84876
5160,4000
50618,1785
51547,1785
6389,4000
29979,84876
1785,30011
6647,4000
30011,1785
779,79849
30011,1785
779,5520
23607,1785
1785,5781
55294,1303
5116,291
1785,5295
3397,1303
57587,291
10161,84876
1785,5156
830,1073
5781,1785
4318,1303
1627,1073
79740,1785
4313,1303
5935,1785
2316,1073
51776,51776
56674,1785
4627,1073
51776,51776
64786,1785
4641,1073
1073,1073
6327,1785
5500,1073
7802,1785
8826,1073
4609,10290
2885,1785
26052,1785
11346,1073
10290,351
130574,1785
51474,1073
2994,1785
80179,1073
112574,1785
51429,1785
399687,1073
84466,6850
10971,10290
9260,7169
1073,160287
9260,7169
3276,10290
7168,7169
1073,3945
7169,7168
26060,285489
1073,654364
6236,7169
1398,285489
7169,6236
1073,4831
6236,7169
1072,1073
285489,9019
1073,60
207,7169
285489,114327
7169,7171
6794,1073
285489,83719
10768,7169
291,29957
84466,1173
3925,7169
292,291
84466,2887
140809,7169
291,10383
84466,8449
10992,7169
6929,291
84466,23020
1642,7169
112770,291
84466,57610
4841,7169
291,6787
4609,10290
11034,7169
155061,291
3671,291
9217,10290
57175,7169
4250,291
7138,7138
7138,7138
6817,7169
1132,291
10324,8452
8027,7169
27235,291
10324,9978
1355,291
79869,7169
6646,291
7416,291
79912,139596
8148,7169
8449,79912
1778,7169
25804,79912
9879,7169
3608,79912
1654,7169
57819,79912
7168,7169
7169,87
3609,79912
7169,81
79912,351
58500,7169
6795,4626
148523,7169
10107,10324
7169,1159
79912,2232
7169,548596
51118,10324
6498,7169
79641,4626
120892,7169
4171,4626
6119,7169
5019,203547
8735,4626
6118,7169
139596,79912
57466,203547
6117,7169
4626,7168
10226,203547
7169,25831
10324,25898
65260,203547
79912,139596
4109,7169
6517,10324
5329,203547
6795,4626
10969,7169
8991,203547
7090,4626
10712,7169
79641,4626
1889,203547
85016,7169
8359,4626
7168,7169
252839,203547
10107,10324
51118,10324
554235,7169
10801,203547
8087,8087
8851,7169
27020,203547
149041,7169
5081,11091
3516,7169
5081,11091
118,7169
5081,9070
830,7169
11091,5081
1017,7169
9070,5081
2316,7169
4627,7169
5987,5081
5500,7169
5081,5987
5595,7169
4654,5081
8826,7169
9260,7169
1457,5081
11346,7169
10159,203547
5081,4734
54443,7169
1896,203547
5081,4734
4734,5081
55930,7169
274,274
80179,7169
399687,7169
84676,7136
7169,5711
79867,203547
26123,203547
6096,7136
132884,203547
200728,203547
3174,7136
51259,203547
2101,7136
91147,203547
7134,7136
8454,4621
26019,7136
93185,4621
3383,4621
54916,4621
55143,4621
515,7169
6495,4621
10134,7169
84676,7136
832,7169
84675,7136
55749,7169
7135,4621
1327,7169
7136,23411
4624,7169
7136,7088
4637,7169
7090,4621
4716,7169
7136,4925
22950,7169
3091,4621
6741,7169
7136,7091
3925,7169
6495,4621
54916,4621
10923,7169
7135,7169
7136,130132
7385,7169
7136,9903
6667,7169
55143,4621
29106,7169
4632,4735
79841,7169
4632,57122
55244,7169
4632,10054
54432,7169
4632,351
10611,7169
7412,4632
10142,7169
2335,4632
7168,7169
54916,4632
153328,7169
4632,8826
10969,7169
58500,7169
7316,4632
7090,4632
7570,7169
3091,4632
3010,7169
1540,4632
4109,7169
1355,4632
58516,7169
85016,7169
1743,4632
208,7169
3028,4632
10469,7169
7703,7169
148523,7169
554235,7169
10878,7169
374882,7169
8851,7169
51322,7169
25912,7169
619279,7169
80031,7169
84896,7169
50484,7169
1994,203547
10159,203547
654346,7169
90231,203547
284067,7169
88,88
527,203547
219736,7169
8992,203547
282809,7169
1896,203547
9114,203547
9262,7169
245972,203547
3038,7169
147007,203547
102724631,7169
23545,203547
23221,7169
4735,7169
29119,203547
284058,7169
719,203547
79983,7169
22981,7169
11142,7169
79714,7169
4163,7170
1974,7170
7161,7170
5885,7170
4751,7170
7170,29844
7170,79036
7170,7171
11196,7170
8942,7170
7168,7170
5052,7170
9984,7170
8872,7170
8175,7170
10801,7170
3315,7170
10073,7140
8452,7170
1017,7170
10422,4620
672,7170
29761,4604
26271,7170
29761,4604
84676,7140
7170,10131
801,4604
3320,7170
3326,7170
7134,7138
84676,7138
9656,7170
7138,10989
22976,7170
7138,6457
2335,7170
9924,7170
7138,79724
7170,10768
7138,10524
7170,476
7138,5297
7170,1152
7170,1159
7138,23148
7170,548596
7138,1937
10971,4620
7170,9377
7138,10042
7251,7140
7170,1537
120892,7170
7138,282991
11165,7140
5071,7170
7138,22938
7140,9001
7170,2194
7138,55854
9958,4620
7170,2288
7138,51617
4223,4604
7170,2289
7138,5267
6840,4620
7170,10916
7138,7321
653361,4604
3298,7170
7138,58500
3437,7170
7138,23660
10869,9427
3753,7170
7138,55577
26270,9427
3801,7170
7138,5008
4110,7170
7138,23762
4620,87
7157,7170
6045,7170
7138,3326
4620,81
1956,7170
7138,29896
54858,7140
1612,7170
9820,7170
7138,26022
23363,7170
7138,4141
3133,9427
7168,7170
6472,7170
7138,7431
5894,4604
4343,7170
7138,9001
10482,7170
910,9427
7138,25852
10487,7170
2273,4604
3320,7170
7138,22872
2273,4604
4604,2273
4172,7170
7138,2534
2274,4604
10724,7170
7138,80304
2275,4604
5090,7170
7138,1107
2275,4604
5987,7170
2274,4604
7138,1655
84676,4604
6293,7170
84675,4604
7138,11124
4171,4620
7170,7205
7138,23367
54413,7140
7170,8379
7138,116225
7157,4604
7170,9874
5705,7138
10598,4620
7170,11339
7138,22981
483,4620
7170,26258
7138,9513
7170,29844
7138,7168
128239,4620
4620,7168
7170,54535
5592,7138
7138,5592
60673,4620
7170,55145
5592,7138
7138,5592
867,4620
7170,57639
5592,7138
7090,4620
7170,79036
3091,4620
7138,11007
7170,79839
65258,9427
7138,79156
7170,93233
4250,9427
7138,8500
3133,9427
7170,93426
84818,9427
7170,121457
8875,9427
7170,127703
4780,7138
29121,9427
7170,150082
7138,7168
910,9427
7170,171484
7138,9519
11045,9427
54858,7140
7170,374659
7138,10933
7169,7169
7169,7169
7170,374666
7138,23641
7170,7170
7170,7170
7170,541468
7138,24144
4171,7170
4914,7170
7138,64753
118,7170
830,7170
7138,125115
1017,7170
5705,7138
4627,7170
7138,7168
5500,7170
9456,6261
5501,7170
2099,84458
6261,2280
8826,7170
2099,84458
9260,7170
2099,84458
54443,7170
2099,84458
55930,7170
84458,2099
80179,7170
6261,10345
399687,7170
84458,7421
6263,2280
7170,26578
84458,3065
121457,7170
6262,6263
127703,7170
84458,8841
6263,6262
6261,6262
1856,7170
84458,9759
2280,6261
2280,6263
29911,7170
84458,10013
6261,2280
